DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity,
53542100,"GRANOLA BAR W/ OATS, SUGAR, RAISINS, COCONUT",53710810,Cereal or granola bar (KIND Fruit and Nut Bar),0.639,
12220400,"Whipped cream substitute, nondairy, lowfat, low sugar, made from powdered mix",12140000,"Cream, whipped",0.639,
27510385,"Double bacon cheeseburger (2 patties), with tomato and/or catsup, on bun",27510447,"Double bacon cheeseburger, 2 small patties, with catsup",0.637,"added code 27510447 for Double bacon cheeseburger, 2 small patties, with catsup"
57101020,ALL BRAN CEREAL W/ EXTRA FIBER,57206700,Cereal (General Mills Fiber One),0.636,
32105060,"EGG OMELET OR SCRAMBLED EGG, W/PEPPERS, ONION & HAM",32131065,"Egg omelet or scrambled egg, meat, peppers, and onions",0.635,"added code 32131065 for Egg omelet or scrambled egg, meat, peppers, and onions"
57316410,APPLE CINNAMON OATMEAL CRISP CEREAL (OATMEAL CRISP W/ APPLES,57316500,Cereal (General Mills Oatmeal Crisp with Raisins),0.635,
11710903,"CARNATION GOOD START, W/ IRON, INFANT FORMULA, FROM POWDER",11720613,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",0.635,
27510435,"Double bacon cheeseburger (2 patties,1/3 lb meat each), with mayonnaise or salad dressing, on bun",27510433,"Double bacon cheeseburger, 2 small patties, with mayo",0.634,"added code 27510433 for Double bacon cheeseburger, 2 small patties, with mayo"
53106000,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,PUDDING MIX, W/O ICING",53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",0.634,
27510425,"Double bacon cheeseburger (2 patties, 1/4 lb meat each), with mayonnaise or salad dressing, on bun",27510433,"Double bacon cheeseburger, 2 small patties, with mayo",0.634,
92530710,GRAPE DRINK W/ VITAMIN C ADDED,92511015,Fruit flavored drink,0.634,
92105010,"Coffee, made from liquid concentrate",92100000,"Coffee, NS as to type",0.633,
11830140,"Chocolate, instant, dry mix, fortified with vitamins and minerals, not reconstituted, Puerto Rican style",11512010,"Hot chocolate / Cocoa, ready to drink",0.632,
92541040,"LEMONADE-FLAV DRINK, FROM POWDER, LO CAL, W/ VIT C",92550370,"Lemonade, fruit juice drink, light",0.632,
58146310,"Pasta, whole wheat, with tomato sauce, meatless",58146623,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",0.632,
57124000,"CHEX CEREAL, NFS",57336000,Cereal (General Mills Chex Rice),0.632,
25220110,"BEEF SAUSAGE, BROWN & SERVE, LINKS, COOKED",25220105,Beef sausage,0.631,
27510420,"Taco burger, on bun",27510521,"Hamburger, NFS",0.631,
92105000,"Coffee, liquid concentrate",92100000,"Coffee, NS as to type",0.63,
58101530,"SOFT TACO W/ BF, CHEESE, LETT, TOM, SALSA",58101345,Soft taco with meat,0.63,
26145140,"Smelt, floured or breaded, fried",26121131,"Mackerel, coated, baked or broiled, fat added",0.629,
57322500,"OREO O'S CEREAL, POST",57130000,Cereal (General Mills Cookie Crisp),0.629,
53106050,"CAKE, CHOC,DEVIL'S FOOD/FUDGE, PUDDING MIX, W/ICING",53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.628,
11423000,"YOGURT, VANILLA, LEMON, COFFEE, NONFAT MILK",11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",0.628,
71508040,"White potato, stuffed, baked, peel eaten, stuffed with broccoli and cheese sauce",71508035,"Potato, baked, peel eaten, with vegetables",0.628,
14620120,"SHRIMP DIP, CREAM CHEESE BASE (INCL CLAM DIP)",14620130,Seafood dip,0.628,
56207230,"WHEAT, CREAM OF, COOKED,QUICK,FAT ADDED IN COOKING",56207005,"Cream of wheat, NS as to regular, quick, or instant, fat added",0.628,
71507040,"White potato, stuffed, baked, peel not eaten, stuffed with broccoli and cheese sauce",71507035,"Potato, baked, peel not eaten, with vegetables",0.628,
56206970,"Wheat, cream of, cooked, quick, NS as to fat added in cooking",56207000,"Cream of wheat, NS as to regular, quick, or instant, no added fat",0.628,
56207020,"WHEAT, CREAM OF, COOKED, QUICK, NO FAT ADDED",56207000,"Cream of wheat, NS as to regular, quick, or instant, no added fat",0.628,
11830200,"Milk, malted, dry mix, unfortified, not reconstituted, flavors other than chocolate",11830260,"Milk, malted, dry mix, not reconstituted",0.628,
83105100,"FRUIT DRESSING, MADE W/ HONEY, OIL, WATER",91301050,Blueberry syrup,0.628,
83210000,"CREAMY DRESSING W/ BUTTERMILK, NS LOW/REDUCED CAL",83210100,"Creamy dressing, light",0.627,
53105700,"CAKE,CHOC,DEVIL FOOD/FUDGE,PUD TYPE,NO CHOL,NO ICIN",53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",0.627,
26303150,"CLAMS, BATTERED, FRIED",26303131,"Clams, coated, baked or broiled, no added fat",0.626,
54403060,"POPCORN, POPPED IN OIL, LOWFAT, LOW SODIUM",54403001,"Popcorn, NFS",0.626,
28110110,BEEF W/ POTATOES (FROZEN MEAL),27211000,"Beef and potatoes, no sauce",0.625,
53120000,"Cake, white, standard-type mix (egg whites and water added), NS as to icing",53100070,"Cake batter, raw, not chocolate",0.625,
27510355,"Cheeseburger, 1/3 lb meat, with mayonnaise or salad dressing, tomato and/or catsup on bun",27510267,"Cheeseburger, on white bun, 1 large patty, mayo and tomato",0.624,
11710723,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from powder",11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.624,
71501200,"WHITE POTATO,COMPLETE DRY MIX,MASHED,MADE W/ WATER",71501035,"Potato, mashed, from dry mix, NFS",0.623,
94220100,Propel Zero Water,94220215,"Water, bottled, flavored, sugar free (Glaceau Vitamin Water)",0.623,
25221410,"PORK SAUSAGE, FRESH, BULK, PATTY OR LINK, COOKED",25221450,Pork sausage rice links,0.623,
26157150,"WHITING, BATTERED, FRIED",26157141,"Whiting, coated, fried, made with butter",0.622,
27162050,"SPAGHETTI SAUCE W/ COMBINATION OF MEATS, HOMEMADE",27162040,Spaghetti sauce with meat,0.622,
27510380,"Triple cheeseburger (3 patties, 1/4 lb meat each), with mayonnaise or salad dressing and tomatoes, on bun",27510270,"Triple cheeseburger, on white bun, mayo and tomato",0.622,"added code 27510270 for Triple cheeseburger, on white bun, mayo and tomato"
61219150,ORANGE-WHITE GRAPE-PEACH JUICE,61210000,"Orange juice, 100%, NFS",0.622,
12110300,"CREAM, LIGHT, WHIPPED, UNSWEETENED",12220270,"Whipped topping, fat free",0.622,
27130040,"Spaghetti sauce with lamb or mutton, homemade-style",74404011,Spaghetti sauce with lamb,0.622,added code 74404011 for Spaghetti sauce with lamb
11422000,"YOGURT, VANILLA, LEMON, COFFEE, LOWFAT MILK",11460170,"Yogurt, frozen, flavors other than chocolate, lowfat milk",0.62,
56201300,"GRITS, CORN OR HOMINY, NS TYPE, NS FAT, MADE W/ MILK",56201055,"Grits, regular or quick, made with milk, NS as to fat",0.62,
53245000,"COOKIE, VANILLA WAFFLE CREME",53247000,"Cookie, vanilla wafer",0.619,
26127150,"PERCH, BATTERED, FRIED",26127141,"Perch, coated, fried, made with butter",0.618,
26151150,"TROUT, BATTERED, FRIED",26151141,"Trout, coated, fried, made with butter",0.617,
92305000,"TEA, MADE FROM POWDERED INSTANT, PRESWEETENED",92305040,"Tea, iced, instant, black, pre-sweetened with sugar",0.617,
52308010,"Matzo, fritters",53420310,"Wheat flour fritter, without syrup",0.617,
53105750,"Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil and egg whites added to dry mix), with ""light"" icing, coating or filling",53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.616,
58106412,"Pizza with chicken, regular crust",58109075,Pizza with chicken whole wheat thick crust,0.616,
57340700,"Scooby Doo Cinnamon Marshmallow Cereal, Kellogg's",57213010,Cereal (Kellogg's Froot Loops Marshmallow),0.616,
32105150,"EGG OMELET W/ CHILI, CHEESE, TOMATOES & BEANS",32130625,"Egg omelet or scrambled egg, with cheese and tomatoes and beans",0.615,"added code 32130625 for Egg omelet or scrambled egg, with cheese and tomatoes and beans"
26100150,"FISH, NS AS TO TYPE, BATTERED, FRIED",26109143,"Cod, coated, fried, no added fat",0.615,
57346500,"TOASTED OATMEAL, HONEY NUT (QUAKER)",57306700,Cereal (Malt-O-Meal Toasted Oat Cereal),0.615,
75607150,"MUSHROOM SOUP, CM OF, CAN, RED SOD, UNDILUTED",75607000,"Mushroom soup, NFS",0.614,
54403050,"POPCORN, FLAVORED (CHEESE, BBQ, SOUR CREAM, ONION)",54403087,"Popcorn, ready-to-eat packaged, cheese flavored",0.614,
53103600,"Cake, butter, with icing",53100070,"Cake batter, raw, not chocolate",0.614,
71507000,"White potato, stuffed, baked, peel not eaten, NS as to topping",71101000,"Potato, baked, peel not eaten",0.614,
12220300,"Whipped cream substitute, nondairy, made from powdered mix",12220200,Whipped topping,0.613,
11710710,"LACTOFREE, W/ IRON, INFANT FORMULA, NS FORM",11710000,"Infant formula, NFS",0.612,
57307150,"MARSHMALLOW SAFARI CEREAL, QUAKER",57305150,"Cereal, frosted oat cereal with marshmallows",0.612,
58101510,"TACO / TOSTADA W/ CHICKEN/TURKEY,LETTUCE,TOM,SALSA",58101520,Taco or tostada with chicken,0.612,
52320110,"Toaster muffin, fruit, toasted",53530000,Breakfast tart,0.611,
92510410,BLACK CHERRY DRINK,92511015,Fruit flavored drink,0.611,
71501015,"WHIT POT, FRESH, MASHED, W/ MILK, SR CM/CR CH",71501011,"Potato, mashed, from fresh, made with milk, with cheese",0.611,
53120330,"CAKE, WHITE, PUDDING-TYPE MIX, W/O ICING",53100070,"Cake batter, raw, not chocolate",0.61,
58145115,"MACARONI/NOODLES W/CHEESE, FROM MIX W/PREPARED CHEESE SAUCE",58145112,"Macaroni or noodles with cheese, made from packaged mix",0.61,
53120350,"CAKE, WHITE, PUDDING-TYPE MIX, W/ ICING",53101200,"Cake, angel food, with icing or filling",0.61,
91500200,"Gelatin powder, sweetened, dry",91501016,"Gelatin, powder",0.609,"added code 91501016 for Gelatin, powder"
92530840,GUAVA JUICE DRINK W/ VIT C ADDED,64203020,Guava nectar,0.609,
11623000,"MEAL SUPPLEMENT / REPLACEMENT,PREPARED,RTD",95110000,"Nutritional drink or shake, ready-to-drink (Slim Fast)",0.609,
92541020,"LEMONADE-FLAV DRINK, FROM POWDER, W/ SUGAR & VIT C",92510960,"Lemonade, fruit flavored drink",0.609,
14410350,"CHEESE, PROCESSED, AMERICAN/CHEDDAR  TYPE, NONFAT",14410500,"Cheese, processed cheese food",0.609,
56201020,"GRITS, COOKED, CORN/HOMINY, REGULAR, FAT ADDED",56201066,"Grits, regular or quick, made with non-dairy milk, no added fat",0.609,
27510375,"Double cheeseburger (2 patties, 1/4 lb meat each), with tomato and/or catsup, on bun",27510271,"Double cheeseburger, on wheat bun, 2 large patties, with catsup",0.608,"added code 27510271 for Double cheeseburger, on wheat bun, 2 large patties, with catsup"
11710900,"CARNATION GOOD START, IRON, INFANT FORMULA, NS FORM",11720610,"Infant formula, NS as to form (Gerber Good Start Soy)",0.608,
56102010,"Macaroni, whole wheat, cooked, fat not added in cooking",58145300,"Macaroni or noodles with cheese, whole grain",0.608,
56102000,"Macaroni, whole wheat, cooked, NS as to fat added in cooking",58145300,"Macaroni or noodles with cheese, whole grain",0.608,
58151120,"Sushi, with vegetables, no seafood (no fish or shellfish)",58151230,"Sushi roll, vegetable",0.607,
57215000,Frosty O's,57213850,Cereal (General Mills Cheerios Frosted),0.607,
11641020,"Meal replacement or supplement, milk based, ready-to-drink",95106000,"Nutritional drink or shake, ready-to-drink (Muscle Milk)",0.606,
53105160,"CAKE,CHOC,DEVIL'S FOOD/FUDGE, W/O ICING, HOMEMADE",53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",0.606,
27111050,"SPAGHETTI SAUCE W/ BEEF/MEAT, HOMEMADE-STYLE",27162040,Spaghetti sauce with meat,0.606,
11310000,"MILK, IMITATION, FLUID, SOY BASED",11320000,Soy milk,0.606,
71801040,"POTATO SOUP, INSTANT, MADE FROM DRY MIX",71801000,"Potato soup, NS as to made with milk or water",0.606,
53105050,"CAKE, CHOC, DEVIL'S FOOD/FUDGE, HOMEMADE, NS ICING",53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",0.606,
53120100,"CAKE, WHITE, STANDARD MIX, W/O ICING",53100070,"Cake batter, raw, not chocolate",0.606,
53120200,"CAKE, WHITE, STANDARD MIX, W/ ICING",53101200,"Cake, angel food, with icing or filling",0.606,
11561010,CAFE CON LECHE PREPARED W/ SUGAR,92101850,"Coffee, cafe con leche",0.605,
42104205,"Cashew nuts, dry roasted, without salt",42104110,"Cashews, unsalted",0.604,
75651090,"VEGETABLE CHICKEN SOUP, CAN, LOW SOD, PREP W/ WATER",75651110,"Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",0.604,
56201750,"Cornstarch, dry",95342005,Cornstarch,0.604,added code 95342005 for Cornstarch
41435710,South Beach Living Meal Replacement Bar,53720600,Nutrition bar (South Beach Living Meal Bar),0.604,
35001000,"Scrambled eggs, sausage, hash brown potatoes (frozen meal)",32130195,"Egg omelet or scrambled egg, with meat, hashbrown",0.603,"added code 32130195 for Egg omelet or scrambled egg, with meat, hashbrown"
58132313,"PASTA W/ TOMATO SAUCE & MEAT/MEATBALLS, CANNED",58146323,"Pasta with tomato-based sauce and meat, ready-to-heat",0.603,
25230230,"HAM, SLICED, EXTRA LEAN, PREPACKAGED/DELI",25230210,"Ham, prepackaged or deli, luncheon meat",0.603,
14410300,"CHEESE, PROCESSED, AMERICAN/CHEDDAR TYPE, LOWFAT",14410500,"Cheese, processed cheese food",0.602,
75607030,"MUSHROOM SOUP, CANNED, UNDILUTED (INCL CREAM OF)",75607000,"Mushroom soup, NFS",0.602,
57201800,"DISNEY CEREALS, KELLOGG'S",57349000,Cereal (Kellogg's Frosted Flakes),0.602,
92541100,"Apple cider-flavored drink, made from powdered mix, with sugar and vitamin C added",92542000,"Fruit flavored drink, with high vitamin C, powdered, reconstituted",0.601,
12130200,"Cream, heavy, whipped, unsweetened",12140000,"Cream, whipped",0.601,
83112980,CELERY SEED DRESSING,83300350,Celery seed dressing,0.601,added code 83300350 for Celery seed dressing
11710901,"Good Start Supreme, with iron, infant formula, ready-to-feed (formerly Carnation Good Start)",11720611,"Infant formula, ready-to-feed (Gerber Good Start Soy)",0.601,
41435110,"HIGH PROTEIN BAR, CANDY-LIKE, SOY & MILK BASE",53720700,Nutrition bar (Tiger's Milk),0.601,
53105260,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,W/ICING, HOMEMADE",53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.601,
57138000,TOTAL CORN FLAKES,57134000,"Cereal, corn flakes",0.6,
92511240,ORANGE-LEMON DRINK,92511015,Fruit flavored drink,0.599,
71301120,"White potato, cooked, with ham and cheese",27220520,Ham or pork and potatoes with cheese sauce,0.599,
41430310,PROTEIN DIET POWDER W/ SOY & CASEIN,95120020,"Nutritional drink or shake, high protein, light, ready-to-drink, NFS",0.598,
58101310,"TACO OR TOSTADA W/ BEEF, LETTUCE, TOMATO & SALSA",58101320,Taco or tostada with meat,0.597,
58146100,"PASTA W/ TOMATO SAUCE, MEATLESS",58146221,"Pasta with tomato-based sauce, restaurant",0.597,
27510550,"Double hamburger (2 patties), with mayonnaise or salad dressing and tomatoes, on double-decker bun",27510668,"Double hamburger, 2 small patties, with mayo and tomato, on bun",0.596,
58101300,"TACO/TOSTADA W/ BEEF, CHEESE, LETTUCE",58101320,Taco or tostada with meat,0.595,
73407010,"SWEETPOTATO, CANNED, W/O SYRUP",73407000,"Sweet potato, canned, NS as to fat",0.595,
92511220,"ORANGE DRINK (INCLUDE ORANGE ADE, YABA DABA DEW)",92511015,Fruit flavored drink,0.595,
56203232,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, NS as to fat added in cooking",56203066,"Oatmeal, regular or quick, made with milk, no added fat",0.594,
56203212,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat not added in cooking",56203066,"Oatmeal, regular or quick, made with milk, no added fat",0.594,
56203222,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat added in cooking",56203067,"Oatmeal, regular or quick, made with milk, fat added",0.594,
12220250,"WHIPPED TOPPING, NONDAIRY, FZN, LOWFAT (INCL COOL)",12220270,"Whipped topping, fat free",0.593,
92531120,PINEAPPLE-ORANGE JUICE DRINK W/ VITAMIN C ADDED,61213800,"Fruit juice blend, citrus, 100% juice",0.593,
42502000,Nut mixture with seeds,42110010,Mixed nuts with seeds,0.593,added code 42110010 for Mixed nuts with seeds
14010100,"CHEESE,CHEDDAR/AMERICAN TYPE,NS NATURAL OR PROCESSED",14410500,"Cheese, processed cheese food",0.592,
53121280,"CAKE, YELLOW, PUDDING MIX, NS AS TO ICING",53121275,"Cake or cupcake, yellow, without icing or filling",0.592,
53121300,"CAKE, YELLOW, PUDDING MIX, W/O ICING",53121275,"Cake or cupcake, yellow, without icing or filling",0.592,
53121330,"CAKE, YELLOW, PUDDING MIX, W/ ICING",53121270,"Cake or cupcake, yellow, with icing or filling",0.592,
27146050,CHICKEN WING W/ HOT PEPPER SCE (INCL BUFFALO WING),24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant",0.592,
73410110,"Sweetpotato, fried",73401000,"Sweet potato, NFS",0.591,
11830210,"MILK, MALTED, DRY, FORTIFD, NOT RECONST, NOT CHOC",11830260,"Milk, malted, dry mix, not reconstituted",0.589,
93401000,"WINE, TABLE, DRY (INCL BURGUNDY, CLARET, RHINE)",93401010,"Wine, table, red",0.589,
56205040,"RICE,WHITE,COOKED, CONVERTED,FAT NOT ADDED IN COOK",56205008,"Rice, white, cooked, no added fat",0.589,
71201090,"WHITE POT CHIPS, FAT FREE, W/ OLEAN",71201060,"Potato chips, fat free",0.589,
11830120,"Cocoa, whey, and low calorie sweetener, fortified, dry mix, not reconstituted",95230020,"Nutritional powder mix, protein, light, NFS",0.588,
54401020,"SALTY SNACKS, CORN OR CORNMEAL, CORN CHIPS, CHEESE",54401110,"Tortilla chips, nacho cheese flavor (Doritos)",0.588,
83204020,"MAYONNAISE, REDUCED-CALORIE/DIET, CHOLESTEROL-FREE",83300700,"Mayonnaise, fat free",0.586,
27351020,"Codfish salad, Puerto Rican style (Gazpacho de bacalao)",75604605,Gazpacho (Codfish salad),0.585,added code 75604605 for Gazpacho (Codfish salad)
92550050,"APPLE-WHITE GRAPE JUICE DRINK,LOW CAL,W/VIT C ADDED",92550620,"Fruit flavored drink, diet",0.585,
54401120,"SALTY SNACKS, TORTILLA CHIPS, FAT FREE, W/ OLEAN",54401121,"Tortilla chips, reduced fat, plain",0.585,
53248000,"Cookie, whole wheat, dried fruit, nut",53233010,"Cookie, oatmeal, with raisins",0.585,
27510310,"CHEESEBURGER W/ TOMATO & OR CATSUP, ON BUN",27510215,"Cheeseburger, from fast food, 1 medium patty, with catsup",0.584,"added code 27510215 for Cheeseburger, from fast food, 1 medium patty, with catsup"
57103500,"APPLE CINNAMON SQUARES MINI-WHEATS CEREAL, KELLOGG'S",57214000,Cereal (Kellogg's Frosted Mini-Wheats),0.584,
53120060,"CAKE, WHITE, HOMEMADE, NS AS TO ICING",53121275,"Cake or cupcake, yellow, without icing or filling",0.583,
53120260,"CAKE, WHITE, W/ ICING, HOMEMADE",53121270,"Cake or cupcake, yellow, with icing or filling",0.583,
53120160,"CAKE, WHITE, W/O ICING, HOMEMADE",53121275,"Cake or cupcake, yellow, without icing or filling",0.583,
54304500,"CRACKER, HIGH FIBER, NO ADDED FAT",54001000,"Crackers, NFS",0.583,
53115600,"CAKE, POPPYSEED, W/O ICING",53121275,"Cake or cupcake, yellow, without icing or filling",0.581,
64116100,"GRAPE JUICE, UNSWEETENED, W/ ADDED VITAMIN C",64116020,"Grape juice, 100%",0.58,
11612000,"INSTANT BREAKFAST, POWDER, MILK ADDED",95201000,Nutritional powder mix (Carnation Instant Breakfast),0.579,
11710711,"LACTOFREE, W/ IRON, INFANT FORMULA, READY-TO-FEED",11710661,"Infant formula, ready-to-feed (Enfamil A.R.)",0.578,
11424000,"YOGURT, VANILLA, LEMON, COFFEE, NONFAT MILK, LOW CAL SWEET",11460195,"Yogurt, frozen, NS as to flavor, nonfat milk, no added sugar",0.578,"added code 11460195 for Yogurt, frozen, NS as to flavor, nonfat milk, no added sugar"
27510330,"DOUBLE CHEESEBURGER W/TOMATO & OR CATSUP, ON BUN",27510271,"Double cheeseburger, on wheat bun, 2 large patties, with catsup",0.578,
12140110,"Whipped topping, dairy based, fat free, pressurized container",12220270,"Whipped topping, fat free",0.578,
83108100,"MAYONNAISE, IMITATION, NO CHOLESTEROL",83300700,"Mayonnaise, fat free",0.577,
24107050,"CHICK, NS PART, COATED, BKD/FD, PREP SKINLESS, COAT EAT",24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.576,
93301220,"Coquito, Puerto Rican (coconut, rum)",91706400,"Coconut candy, Puerto Rican style",0.576,
56201030,"GRITS, COOKED, CORN/HOMINY, REGULAR, NS AS TO FAT",75217520,"Hominy, cooked",0.575,
57221650,"Fruit Harvest cereal, Kellogg's",57344010,Cereal (Kellogg's Special K Red Berries),0.575,
58101910,"TACO SALAD W/ BEEF & CHEESE, CORN CHIPS",58101320,Taco or tostada with meat,0.574,
54327950,"Crackers, cylindrical, peanut-butter filled",54328100,"Crackers, sandwich, peanut butter filled",0.574,
11830990,"Nutrient supplement, milk-based, powdered, not reconstituted",95230000,"Nutritional powder mix, whey based, NFS",0.573,
83210050,"Creamy dressing made with sour cream and/or buttermilk and oil, low calorie",83200100,"Salad dressing, light, NFS",0.573,
75654020,"VEGETARIAN VEGETABLE SOUP, UNDILUTED",75654010,"Vegetarian vegetable soup, prepared with water",0.572,
53203100,"COOKIE, BABY (INCL GERBER ANIMAL SHAPED COOKIES)",53240000,"Cookie, animal",0.571,
54420200,"MULTIGRAIN MIX, BREAD STICKS, SESAME NUGGETS, PRETZ",51601020,"Bread, multigrain",0.571,
33201500,"SCRAMBLED EGG,CHOL-FREE FROZ MIXTURE,W/VEGETABLES",32130440,"Egg omelet or scrambled egg, with dark-green vegetables, no added fat",0.569,
27510510,"HAMBURGER, W/ TOMATO & OR CATSUP, ON BUN",27510589,"Hamburger, 1 small patty, with ketchup","Hamburger, 1 small patty, with ketchup",
74403110,TOMATO PASTE,89901050,"Tomato sauce, for use with vegetables",0.567,
26100220,"FISH STICK/FILLET, NS AS TO TYPE, BAKED OR BROILED",26100260,"Fish stick, patty or nugget from fast food",0.567,
54205100,"CRACKER, SNACK, LOWFAT, LOW SODIUM",54304110,"Crackers, cheese, reduced sodium",0.567,
54101010,"CRACKER, ANIMAL (INCL ARROWROOT COOKIE)",53240000,"Cookie, animal",0.566,
11720600,"CARNATION ALSOY, W/ IRON, INFANT FORMULA, NS AS TO FORM",11710000,"Infant formula, NFS",0.566,
71001000,"White potato, raw, with or without peel (assume peel not eaten)",71101000,"Potato, baked, peel not eaten",0.566,
71201020,"White potato chips, ruffled, rippled, or crinkle cut",71200200,"Potato chips, ruffled, plain",0.565,
51110010,"Bread, batter",99995000,Breading or batter as ingredient in food,0.563,
51119100,"BREAD, LOWFAT, 98% FAT FREE",51122000,"Bread, reduced calorie and/or high fiber, white or NFS",0.563,
11830940,"MEAL REPLACEMENT,PROTEIN,MILK BASED,FRUIT JUICE MIX",95201200,Nutritional powder mix (EAS Whey Protein Powder),0.562,
24107040,"CHICK, NS PART, COATED, BKD/FD, PREP SKINLES, NS COAT EAT",24127201,"Chicken breast, fried, coated, skin / coating not eaten, from raw",0.562,
43101000,"PUMPKIN & SQUASH SEEDS, HULLED, UNROASTED",43101050,"Pumpkin seeds, NFS",0.562,
71508070,"WHITE POT,STUFF,BAKED,NO PEEL,W/ BACON & CHEESE",71507025,"Potato, baked, peel not eaten, with meat",0.562,
11720602,"CARNATION ALSOY, W/ IRON, INFANT FORMULA, FROM LIQUID CONCEN",11710632,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",0.562,
92306030,"TEA, HERB, PRESWEET W/ LOW CAL SWEET",92306000,"Tea, hot, herbal",0.562,
71103210,"White potato, boiled, without peel, canned, low sodium, fat not added in cooking",71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",0.56,
25220140,"BEEF SAUSAGE, FRESH, BULK, PATTY OR LINK, COOKED",25220105,Beef sausage,0.56,
27510620,"HAMBURGER, 1/4 LB MEAT, W/ TOMATO & OR CATSUP, BUN",27510590,"Hamburger, 1/4 pound, with ketchup",0.56,"added code 27510590 for Hamburger, 1/4 pound, with ketchup"
94220200,"Glaceau Water, low calorie",94100200,"Water, bottled, sweetened, with low calorie sweetener",0.559,
92304000,"Tea, made from frozen concentrate, unsweetened",92302000,"Tea, hot, leaf, black",0.559,
58163610,RICE-VEGETABLE MEDLEY (INCLUDE ITALIAN-STYLE RICE),58160680,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",0.558,
64116050,"GRAPE JUICE, NS AS TO SWEETENED, W/ ADDED VITAMIN C",64116020,"Grape juice, 100%",0.558,
54206010,Puffed rice cake without salt,54318500,Rice cake,0.558,
28340140,"CHICKEN BROTH/BOULLION, DRY, NOT RECONSTITUTED",58401000,Chicken broth,0.556,
75340110,"VEG COMBINATION (BROC,CAR,CORN,CAULI),FAT NOT ADDED",75440305,"Vegetable combinations, including carrots, broccoli, corn, cauliflower; cooked, no sauce",0.555,"added code 75440305 for Vegetable combinations, including carrots, broccoli, corn, cauliflower; cooked, no sauce"
11710713,"LACTOFREE, W/ IRON, INFANT FORMULA, FROM POWDER",11710636,"Infant formula, powder, made with water, NFS (Enfamil Infant)",0.555,
53121200,"CAKE, YELLOW, STANDARD MIX, W/ ICING",53121270,"Cake or cupcake, yellow, with icing or filling",0.555,
56204980,"RICE,WHITE,COOKED,CONVERTED,NS TO FAT ADDED",56205008,"Rice, white, cooked, no added fat",0.554,
56205440,"RICE, WHITE, COOKED, CONVERTED, FAT ADDED",56205007,"Rice, white, cooked, fat added, NS as to fat type",0.554,
53121100,"Cake, yellow, standard-type mix (eggs and water added to dry mix), without icing",53121275,"Cake or cupcake, yellow, without icing or filling",0.553,
25221430,"Pork sausage, country style, fresh, cooked",25221405,Pork sausage,0.553,
83202010,"FRENCH DRESSING, REDUCED CALORIE,FAT-FREE,CHOL-FREE",83300400,"French or Catalina dressing, fat free",0.553,
71201015,"White potato chips, regular cut",71200100,"Potato chips, plain",0.552,
12350000,"DIP, SOUR CREAM BASE (INCLUDE BUTTERMILK-TYPE DIP)",12350010,"Dip, NFS",0.549,
28150650,"Fish, breaded, or fish sticks, with pasta, vegetable and dessert (frozen meal)",28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",0.547,
53105100,"CAKE,CHOC,DEVILS FOOD/FUDGE,STNDRD MIX, W/O ICING",53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",0.545,
71508060,"WHITE POT, BAKED, STUFD W/ BACON&CHEESE, PEEL EATEN",71508025,"Potato, baked, peel eaten, with meat",0.543,
53105200,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,STNDRD MIX,W/ICING",53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.541,
27146010,"CHICKEN OR TURKEY W/ BBQ SAUCE (MIXTURE), SKIN NOT EATEN",24164010,"Chicken wing, grilled with sauce",0.541,
11710951,"CARNATION FOLLOW-UP,W/ IRON,INFANT FORMULA,READY-TO-FEED",11710661,"Infant formula, ready-to-feed (Enfamil A.R.)",0.54,
