DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity
53209000.0,"COOKIE, CHOC,CHOC SANDWICH/CHOCOLATE-COATED/STRIPED",53209015.0,"Cookie, chocolate sandwich",0.643
25221890.0,"TURKEY, PORK, & BEEF SAUSAGE, LOWFAT, SMOKED",25221460.0,Pork and beef sausage,0.643
92510120.0,APPLE-CHERRY DRINK,67203400.0,"Apple-cherry juice, baby food",0.643
53260150.0,"Cookie, lemon wafer, lowfat",53242000.0,"Cookie, sugar wafer",0.642
58151130.0,"SUSHI, W/ VEG &  SEAFD",58151100.0,"Sushi, NFS",0.642
56102020.0,"MACARONI, WHOLE WHEAT, FAT ADDED",58145300.0,"Macaroni or noodles with cheese, whole grain",0.641
25231150.0,"Corned beef, pressed",27214500.0,Corned beef patty,0.641
92510170.0,APPLE-CRANBERRY-GRAPE JUICE DRINK,62109100.0,"Cranberries, dried",0.641
71802010.0,Macaroni and potato soup,27212050.0,Beef and macaroni with cheese sauce,0.64
51184020.0,"Bread stick, NS as to hard or soft",51184000.0,"Breadsticks, hard, NFS",0.64
61225600.0,"PINEAPPLE-ORANGE JUICE, FROZEN, RECONST W/ WATER",61210620.0,"Orange juice, 100%, frozen, reconstituted",0.64
54401100.0,"SALTY SNACKS,CORN / CORNMEAL BASE,TORTILLA CHIPS LT",52215100.0,"Tortilla, corn",0.64
58101230.0,FLAUTA W/ BEEF,58104900.0,Taquito or flauta with egg,0.639
53542100.0,"GRANOLA BAR W/ OATS, SUGAR, RAISINS, COCONUT",53714210.0,"Cereal or granola bar, with coconut, chocolate coated",0.639
12220400.0,"Whipped cream substitute, nondairy, lowfat, low sugar, made from powdered mix",91200000.0,"Sugar substitute, powder, NFS",0.639
27510385.0,"Double bacon cheeseburger (2 patties), with tomato and/or catsup, on bun",27510431.0,"Double bacon cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (Burger King Bacon Double Cheeseburger)",0.637
57101020.0,ALL BRAN CEREAL W/ EXTRA FIBER,57221000.0,"Cereal, fiber and fruit",0.636
32105060.0,"EGG OMELET OR SCRAMBLED EGG, W/PEPPERS, ONION & HAM",32131220.0,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",0.635
57316410.0,APPLE CINNAMON OATMEAL CRISP CEREAL (OATMEAL CRISP W/ APPLES,53415100.0,"Crisp, apple, apple dessert",0.635
11710903.0,"CARNATION GOOD START, W/ IRON, INFANT FORMULA, FROM POWDER",11720613.0,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",0.635
27510435.0,"Double bacon cheeseburger (2 patties,1/3 lb meat each), with mayonnaise or salad dressing, on bun",83110000.0,Mayonnaise-type salad dressing,0.634
53106000.0,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,PUDDING MIX, W/O ICING",53105270.0,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.634
27510425.0,"Double bacon cheeseburger (2 patties, 1/4 lb meat each), with mayonnaise or salad dressing, on bun",83110000.0,Mayonnaise-type salad dressing,0.634
92530710.0,GRAPE DRINK W/ VITAMIN C ADDED,92530610.0,"Fruit juice drink, with high vitamin C",0.634
92105010.0,"Coffee, made from liquid concentrate",11710961.0,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",0.633
11830140.0,"Chocolate, instant, dry mix, fortified with vitamins and minerals, not reconstituted, Puerto Rican style",42202200.0,"Peanut butter, vitamin and mineral fortified",0.632
92541040.0,"LEMONADE-FLAV DRINK, FROM POWDER, LO CAL, W/ VIT C",92510960.0,"Lemonade, fruit flavored drink",0.632
58146310.0,"Pasta, whole wheat, with tomato sauce, meatless",58146623.0,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",0.632
57124000.0,"CHEX CEREAL, NFS",57336000.0,Cereal (General Mills Chex Rice),0.632
25220110.0,"BEEF SAUSAGE, BROWN & SERVE, LINKS, COOKED",25220105.0,Beef sausage,0.631
27510420.0,"Taco burger, on bun",27510551.0,Hamburger (Burger King),0.631
92105000.0,"Coffee, liquid concentrate",11710961.0,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",0.63
58101530.0,"SOFT TACO W/ BF, CHEESE, LETT, TOM, SALSA",74402100.0,"Salsa, NFS",0.63
26145140.0,"Smelt, floured or breaded, fried",22300150.0,"Ham, breaded or floured, fried, NS as to fat eaten",0.629
57322500.0,"OREO O'S CEREAL, POST",57230000.0,Cereal (Post Grape-Nuts),0.629
53106050.0,"CAKE, CHOC,DEVIL'S FOOD/FUDGE, PUDDING MIX, W/ICING",53105270.0,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.628
11423000.0,"YOGURT, VANILLA, LEMON, COFFEE, NONFAT MILK",11460000.0,"Frozen yogurt, vanilla",0.628
71508040.0,"White potato, stuffed, baked, peel eaten, stuffed with broccoli and cheese sauce",58162130.0,"Stuffed tomato, with rice and meat",0.628
14620120.0,"SHRIMP DIP, CREAM CHEESE BASE (INCL CLAM DIP)",14620200.0,Cheese dip,0.628
56207230.0,"WHEAT, CREAM OF, COOKED,QUICK,FAT ADDED IN COOKING",56205050.0,"Rice, cream of, cooked, no added fat",0.628
71507040.0,"White potato, stuffed, baked, peel not eaten, stuffed with broccoli and cheese sauce",58162130.0,"Stuffed tomato, with rice and meat",0.628
56206970.0,"Wheat, cream of, cooked, quick, NS as to fat added in cooking",56205050.0,"Rice, cream of, cooked, no added fat",0.628
56207020.0,"WHEAT, CREAM OF, COOKED, QUICK, NO FAT ADDED",56205050.0,"Rice, cream of, cooked, no added fat",0.628
11830200.0,"Milk, malted, dry mix, unfortified, not reconstituted, flavors other than chocolate",11830260.0,"Milk, malted, dry mix, not reconstituted",0.628
83105100.0,"FRUIT DRESSING, MADE W/ HONEY, OIL, WATER",83105500.0,Honey mustard dressing,0.628
83210000.0,"CREAMY DRESSING W/ BUTTERMILK, NS LOW/REDUCED CAL",11115200.0,"Buttermilk, reduced fat (2%)",0.627
53105700.0,"CAKE,CHOC,DEVIL FOOD/FUDGE,PUD TYPE,NO CHOL,NO ICIN",53105270.0,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.627
26303150.0,"CLAMS, BATTERED, FRIED",22101400.0,"Pork chop, battered, fried, NS as to fat eaten",0.626
54403060.0,"POPCORN, POPPED IN OIL, LOWFAT, LOW SODIUM",54403001.0,"Popcorn, NFS",0.626
28110110.0,BEEF W/ POTATOES (FROZEN MEAL),27211000.0,"Beef and potatoes, no sauce",0.625
53120000.0,"Cake, white, standard-type mix (egg whites and water added), NS as to icing",91305020.0,"Icing, white",0.625
27510355.0,"Cheeseburger, 1/3 lb meat, with mayonnaise or salad dressing, tomato and/or catsup on bun",83110000.0,Mayonnaise-type salad dressing,0.624
11710723.0,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from powder",11710663.0,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.624
71501200.0,"WHITE POTATO,COMPLETE DRY MIX,MASHED,MADE W/ WATER",71501035.0,"Potato, mashed, from dry mix, NFS",0.623
94220100.0,Propel Zero Water,94210100.0,"Water, bottled, flavored (Propel Water)",0.623
25221410.0,"PORK SAUSAGE, FRESH, BULK, PATTY OR LINK, COOKED",25221450.0,Pork sausage rice links,0.623
26157150.0,"WHITING, BATTERED, FRIED",26157141.0,"Whiting, coated, fried, made with butter",0.622
27162050.0,"SPAGHETTI SAUCE W/ COMBINATION OF MEATS, HOMEMADE",27162040.0,Spaghetti sauce with meat,0.622
27510380.0,"Triple cheeseburger (3 patties, 1/4 lb meat each), with mayonnaise or salad dressing and tomatoes, on bun",83110000.0,Mayonnaise-type salad dressing,0.622
61219150.0,ORANGE-WHITE GRAPE-PEACH JUICE,61210000.0,"Orange juice, 100%, NFS",0.622
12110300.0,"CREAM, LIGHT, WHIPPED, UNSWEETENED",62119200.0,"Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.622
27130040.0,"Spaghetti sauce with lamb or mutton, homemade-style",74404010.0,Spaghetti sauce,0.622
11422000.0,"YOGURT, VANILLA, LEMON, COFFEE, LOWFAT MILK",11460000.0,"Frozen yogurt, vanilla",0.62
56201300.0,"GRITS, CORN OR HOMINY, NS TYPE, NS FAT, MADE W/ MILK",75217520.0,"Hominy, cooked",0.62
53245000.0,"COOKIE, VANILLA WAFFLE CREME",53247000.0,"Cookie, vanilla wafer",0.619
26127150.0,"PERCH, BATTERED, FRIED",26127141.0,"Perch, coated, fried, made with butter",0.618
26151150.0,"TROUT, BATTERED, FRIED",26151141.0,"Trout, coated, fried, made with butter",0.617
92305000.0,"TEA, MADE FROM POWDERED INSTANT, PRESWEETENED",92305910.0,"Tea, iced, instant, green, pre-sweetened with sugar",0.617
52308010.0,"Matzo, fritters",58404500.0,Matzo ball soup,0.617
53105750.0,"Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil and egg whites added to dry mix), with ""light"" icing, coating or filling",53105270.0,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.616
58106412.0,"Pizza with chicken, regular crust",58107100.0,"Pizza, no cheese, thick crust",0.616
57340700.0,"Scooby Doo Cinnamon Marshmallow Cereal, Kellogg's",57213010.0,Cereal (Kellogg's Froot Loops Marshmallow),0.616
32105150.0,"EGG OMELET W/ CHILI, CHEESE, TOMATOES & BEANS",74402010.0,Tomato chili sauce,0.615
26100150.0,"FISH, NS AS TO TYPE, BATTERED, FRIED",22101400.0,"Pork chop, battered, fried, NS as to fat eaten",0.615
57346500.0,"TOASTED OATMEAL, HONEY NUT (QUAKER)",57327450.0,Cereal (Quaker Toasted Oat Bran),0.615
75607150.0,"MUSHROOM SOUP, CM OF, CAN, RED SOD, UNDILUTED",75607000.0,"Mushroom soup, NFS",0.614
54403050.0,"POPCORN, FLAVORED (CHEESE, BBQ, SOUR CREAM, ONION)",71200120.0,"Potato chips, sour cream and onion flavored",0.614
53103600.0,"Cake, butter, with icing",81100500.0,"Butter, NFS",0.614
71507000.0,"White potato, stuffed, baked, peel not eaten, NS as to topping",71101000.0,"Potato, baked, peel not eaten",0.614
12220300.0,"Whipped cream substitute, nondairy, made from powdered mix",91200000.0,"Sugar substitute, powder, NFS",0.613
11710710.0,"LACTOFREE, W/ IRON, INFANT FORMULA, NS FORM",11710000.0,"Infant formula, NFS",0.612
57307150.0,"MARSHMALLOW SAFARI CEREAL, QUAKER",91723000.0,Marshmallow,0.612
58101510.0,"TACO / TOSTADA W/ CHICKEN/TURKEY,LETTUCE,TOM,SALSA",58101520.0,Taco or tostada with chicken,0.612
52320110.0,"Toaster muffin, fruit, toasted",51109200.0,"Bread, pita with fruit, toasted",0.611
92510410.0,BLACK CHERRY DRINK,62106000.0,"Cherries, dried",0.611
71501015.0,"WHIT POT, FRESH, MASHED, W/ MILK, SR CM/CR CH",71501010.0,"Potato, mashed, from fresh, made with milk",0.611
53120330.0,"CAKE, WHITE, PUDDING-TYPE MIX, W/O ICING",91305020.0,"Icing, white",0.61
58145115.0,"MACARONI/NOODLES W/CHEESE, FROM MIX W/PREPARED CHEESE SAUCE",58145110.0,Macaroni or noodles with cheese,0.61
53120350.0,"CAKE, WHITE, PUDDING-TYPE MIX, W/ ICING",91305020.0,"Icing, white",0.61
91500200.0,"Gelatin powder, sweetened, dry",91511100.0,"Gelatin salad, dietetic, with vegetables, sweetened with low calorie sweetener",0.609
92530840.0,GUAVA JUICE DRINK W/ VIT C ADDED,63125010.0,"Guava, raw",0.609
11623000.0,"MEAL SUPPLEMENT / REPLACEMENT,PREPARED,RTD",81106010.0,"Butter replacement, powder",0.609
92541020.0,"LEMONADE-FLAV DRINK, FROM POWDER, W/ SUGAR & VIT C",92510960.0,"Lemonade, fruit flavored drink",0.609
14410350.0,"CHEESE, PROCESSED, AMERICAN/CHEDDAR  TYPE, NONFAT",14410500.0,"Cheese, processed cheese food",0.609
56201020.0,"GRITS, COOKED, CORN/HOMINY, REGULAR, FAT ADDED",75217490.0,"Hominy, cooked, NS as to fat added in cooking",0.609
27510375.0,"Double cheeseburger (2 patties, 1/4 lb meat each), with tomato and/or catsup, on bun",27510263.0,"Double cheeseburger, on wheat bun, 2 large patties",0.608
11710900.0,"CARNATION GOOD START, IRON, INFANT FORMULA, NS FORM",11720610.0,"Infant formula, NS as to form (Gerber Good Start Soy)",0.608
56102010.0,"Macaroni, whole wheat, cooked, fat not added in cooking",58145300.0,"Macaroni or noodles with cheese, whole grain",0.608
56102000.0,"Macaroni, whole wheat, cooked, NS as to fat added in cooking",58145300.0,"Macaroni or noodles with cheese, whole grain",0.608
58151120.0,"Sushi, with vegetables, no seafood (no fish or shellfish)",58134310.0,"Stuffed shells, with fish and/or shellfish, with tomato sauce",0.607
57215000.0,Frosty O's,57216000.0,"Cereal, frosted rice",0.607
11641020.0,"Meal replacement or supplement, milk based, ready-to-drink",81106010.0,"Butter replacement, powder",0.606
53105160.0,"CAKE,CHOC,DEVIL'S FOOD/FUDGE, W/O ICING, HOMEMADE",53105270.0,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.606
27111050.0,"SPAGHETTI SAUCE W/ BEEF/MEAT, HOMEMADE-STYLE",27162040.0,Spaghetti sauce with meat,0.606
11310000.0,"MILK, IMITATION, FLUID, SOY BASED",14502000.0,Imitation cheese,0.606
71801040.0,"POTATO SOUP, INSTANT, MADE FROM DRY MIX",58407010.0,"Instant soup, noodle",0.606
53105050.0,"CAKE, CHOC, DEVIL'S FOOD/FUDGE, HOMEMADE, NS ICING",53105270.0,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.606
53120100.0,"CAKE, WHITE, STANDARD MIX, W/O ICING",91305020.0,"Icing, white",0.606
53120200.0,"CAKE, WHITE, STANDARD MIX, W/ ICING",91305020.0,"Icing, white",0.606
11561010.0,CAFE CON LECHE PREPARED W/ SUGAR,92101850.0,"Coffee, cafe con leche",0.605
42104205.0,"Cashew nuts, dry roasted, without salt",42104100.0,"Cashews, salted",0.604
75651090.0,"VEGETABLE CHICKEN SOUP, CAN, LOW SOD, PREP W/ WATER",75651110.0,"Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",0.604
56201750.0,"Cornstarch, dry",58118110.0,"Cornstarch coconut dessert, Puerto Rican style",0.604
41435710.0,South Beach Living Meal Replacement Bar,53729000.0,"Nutrition bar or meal replacement bar, NFS",0.604
35001000.0,"Scrambled eggs, sausage, hash brown potatoes (frozen meal)",71404000.0,"Potato, hash brown, NFS",0.603
58132313.0,"PASTA W/ TOMATO SAUCE & MEAT/MEATBALLS, CANNED",27160100.0,"Meatballs, NS as to type of meat, with sauce",0.603
25230230.0,"HAM, SLICED, EXTRA LEAN, PREPACKAGED/DELI",25230210.0,"Ham, prepackaged or deli, luncheon meat",0.603
14410300.0,"CHEESE, PROCESSED, AMERICAN/CHEDDAR TYPE, LOWFAT",14410500.0,"Cheese, processed cheese food",0.602
75607030.0,"MUSHROOM SOUP, CANNED, UNDILUTED (INCL CREAM OF)",75414013.0,"Mushrooms, from canned, creamed",0.602
57201800.0,"DISNEY CEREALS, KELLOGG'S",57101000.0,Cereal (Kellogg's All-Bran),0.602
92541100.0,"Apple cider-flavored drink, made from powdered mix, with sugar and vitamin C added",92542000.0,"Fruit flavored drink, with high vitamin C, powdered, reconstituted",0.601
12130200.0,"Cream, heavy, whipped, unsweetened",62119200.0,"Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.601
83112980.0,CELERY SEED DRESSING,75109000.0,"Celery, raw",0.601
11710901.0,"Good Start Supreme, with iron, infant formula, ready-to-feed (formerly Carnation Good Start)",11720611.0,"Infant formula, ready-to-feed (Gerber Good Start Soy)",0.601
41435110.0,"HIGH PROTEIN BAR, CANDY-LIKE, SOY & MILK BASE",51123010.0,"Bread, high protein",0.601
53105260.0,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,W/ICING, HOMEMADE",53105270.0,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.601
57138000.0,TOTAL CORN FLAKES,57134000.0,"Cereal, corn flakes",0.6
92511240.0,ORANGE-LEMON DRINK,61119010.0,"Orange, raw",0.599
71301120.0,"White potato, cooked, with ham and cheese",27220520.0,Ham or pork and potatoes with cheese sauce,0.599
41430310.0,PROTEIN DIET POWDER W/ SOY & CASEIN,95201300.0,Nutritional powder mix (EAS Soy Protein Powder),0.598
58101310.0,"TACO OR TOSTADA W/ BEEF, LETTUCE, TOMATO & SALSA",58101320.0,Taco or tostada with meat,0.597
58146100.0,"PASTA W/ TOMATO SAUCE, MEATLESS",58162140.0,"Stuffed tomato, with rice, meatless",0.597
27510550.0,"Double hamburger (2 patties), with mayonnaise or salad dressing and tomatoes, on double-decker bun",27510659.0,"Double hamburger, on wheat bun, 2 large patties",0.596
58101300.0,"TACO/TOSTADA W/ BEEF, CHEESE, LETTUCE",58101320.0,Taco or tostada with meat,0.595
73407010.0,"SWEETPOTATO, CANNED, W/O SYRUP",73407000.0,"Sweet potato, canned, NS as to fat",0.595
92511220.0,"ORANGE DRINK (INCLUDE ORANGE ADE, YABA DABA DEW)",61119010.0,"Orange, raw",0.595
56203232.0,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, NS as to fat added in cooking",56203067.0,"Oatmeal, regular or quick, made with milk, fat added",0.594
56203212.0,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat not added in cooking",56203067.0,"Oatmeal, regular or quick, made with milk, fat added",0.594
56203222.0,"Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat added in cooking",56203067.0,"Oatmeal, regular or quick, made with milk, fat added",0.594
12220250.0,"WHIPPED TOPPING, NONDAIRY, FZN, LOWFAT (INCL COOL)",12220200.0,Whipped topping,0.593
92531120.0,PINEAPPLE-ORANGE JUICE DRINK W/ VITAMIN C ADDED,92530610.0,"Fruit juice drink, with high vitamin C",0.593
42502000.0,Nut mixture with seeds,75365000.0,"Vegetable mixture, dried",0.593
14010100.0,"CHEESE,CHEDDAR/AMERICAN TYPE,NS NATURAL OR PROCESSED",14410500.0,"Cheese, processed cheese food",0.592
53121280.0,"CAKE, YELLOW, PUDDING MIX, NS AS TO ICING",53121270.0,"Cake or cupcake, yellow, with icing or filling",0.592
53121300.0,"CAKE, YELLOW, PUDDING MIX, W/O ICING",53121270.0,"Cake or cupcake, yellow, with icing or filling",0.592
53121330.0,"CAKE, YELLOW, PUDDING MIX, W/ ICING",53121270.0,"Cake or cupcake, yellow, with icing or filling",0.592
27146050.0,CHICKEN WING W/ HOT PEPPER SCE (INCL BUFFALO WING),74406060.0,Buffalo sauce,0.592
73410110.0,"Sweetpotato, fried",73401000.0,"Sweet potato, NFS",0.591
11830210.0,"MILK, MALTED, DRY, FORTIFD, NOT RECONST, NOT CHOC",11830260.0,"Milk, malted, dry mix, not reconstituted",0.589
93401000.0,"WINE, TABLE, DRY (INCL BURGUNDY, CLARET, RHINE)",27111200.0,Beef burgundy,0.589
56205040.0,"RICE,WHITE,COOKED, CONVERTED,FAT NOT ADDED IN COOK",56205008.0,"Rice, white, cooked, no added fat",0.589
71201090.0,"WHITE POT CHIPS, FAT FREE, W/ OLEAN",71201060.0,"Potato chips, fat free",0.589
11830120.0,"Cocoa, whey, and low calorie sweetener, fortified, dry mix, not reconstituted",92121040.0,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0.588
54401020.0,"SALTY SNACKS, CORN OR CORNMEAL, CORN CHIPS, CHEESE",82102000.0,Corn oil,0.588
83204020.0,"MAYONNAISE, REDUCED-CALORIE/DIET, CHOLESTEROL-FREE",83300700.0,"Mayonnaise, fat free",0.586
27351020.0,"Codfish salad, Puerto Rican style (Gazpacho de bacalao)",75604600.0,Gazpacho,0.585
92550050.0,"APPLE-WHITE GRAPE JUICE DRINK,LOW CAL,W/VIT C ADDED",67203500.0,"Apple-grape juice, baby food",0.585
54401120.0,"SALTY SNACKS, TORTILLA CHIPS, FAT FREE, W/ OLEAN",52215000.0,"Tortilla, NFS",0.585
53248000.0,"Cookie, whole wheat, dried fruit, nut",53803050.0,"Cookie, fruit, baby food",0.585
27510310.0,"CHEESEBURGER W/ TOMATO & OR CATSUP, ON BUN",27510155.0,"Cheeseburger, NFS",0.584
57103500.0,"APPLE CINNAMON SQUARES MINI-WHEATS CEREAL, KELLOGG'S",57214000.0,Cereal (Kellogg's Frosted Mini-Wheats),0.584
53120060.0,"CAKE, WHITE, HOMEMADE, NS AS TO ICING",91305020.0,"Icing, white",0.583
53120260.0,"CAKE, WHITE, W/ ICING, HOMEMADE",91305020.0,"Icing, white",0.583
53120160.0,"CAKE, WHITE, W/O ICING, HOMEMADE",91305020.0,"Icing, white",0.583
54304500.0,"CRACKER, HIGH FIBER, NO ADDED FAT",54001000.0,"Crackers, NFS",0.583
53115600.0,"CAKE, POPPYSEED, W/O ICING",83112950.0,Poppy seed dressing,0.581
64116100.0,"GRAPE JUICE, UNSWEETENED, W/ ADDED VITAMIN C",63123110.0,"Grapes, seedless, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.58
11612000.0,"INSTANT BREAKFAST, POWDER, MILK ADDED",95201000.0,Nutritional powder mix (Carnation Instant Breakfast),0.579
11710711.0,"LACTOFREE, W/ IRON, INFANT FORMULA, READY-TO-FEED",11710661.0,"Infant formula, ready-to-feed (Enfamil A.R.)",0.578
11424000.0,"YOGURT, VANILLA, LEMON, COFFEE, NONFAT MILK, LOW CAL SWEET",11460000.0,"Frozen yogurt, vanilla",0.578
27510330.0,"DOUBLE CHEESEBURGER W/TOMATO & OR CATSUP, ON BUN",27510386.0,Double cheeseburger (Burger King),0.578
12140110.0,"Whipped topping, dairy based, fat free, pressurized container",14420300.0,"Cheese spread, pressurized can",0.578
83108100.0,"MAYONNAISE, IMITATION, NO CHOLESTEROL",83300700.0,"Mayonnaise, fat free",0.577
24107050.0,"CHICK, NS PART, COATED, BKD/FD, PREP SKINLESS, COAT EAT",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.576
93301220.0,"Coquito, Puerto Rican (coconut, rum)",91706400.0,"Coconut candy, Puerto Rican style",0.576
56201030.0,"GRITS, COOKED, CORN/HOMINY, REGULAR, NS AS TO FAT",75217520.0,"Hominy, cooked",0.575
57221650.0,"Fruit Harvest cereal, Kellogg's",57101000.0,Cereal (Kellogg's All-Bran),0.575
58101910.0,"TACO SALAD W/ BEEF & CHEESE, CORN CHIPS",27416250.0,Beef salad,0.574
54327950.0,"Crackers, cylindrical, peanut-butter filled",54328100.0,"Crackers, sandwich, peanut butter filled",0.574
11830990.0,"Nutrient supplement, milk-based, powdered, not reconstituted",11830150.0,"Cocoa powder, not reconstituted",0.573
83210050.0,"Creamy dressing made with sour cream and/or buttermilk and oil, low calorie",83112500.0,Creamy dressing,0.573
75654020.0,"VEGETARIAN VEGETABLE SOUP, UNDILUTED",75654010.0,"Vegetarian vegetable soup, prepared with water",0.572
53203100.0,"COOKIE, BABY (INCL GERBER ANIMAL SHAPED COOKIES)",53240000.0,"Cookie, animal",0.571
54420200.0,"MULTIGRAIN MIX, BREAD STICKS, SESAME NUGGETS, PRETZ",51601020.0,"Bread, multigrain",0.571
33201500.0,"SCRAMBLED EGG,CHOL-FREE FROZ MIXTURE,W/VEGETABLES",75365000.0,"Vegetable mixture, dried",0.569
27510510.0,"HAMBURGER, W/ TOMATO & OR CATSUP, ON BUN",27510521.0,"Hamburger, NFS",0.569
74403110.0,TOMATO PASTE,58146150.0,Pasta with tomato-based sauce and cheese,0.567
26100220.0,"FISH STICK/FILLET, NS AS TO TYPE, BAKED OR BROILED",26100120.0,"Fish, NS as to type, baked or broiled, made with oil",0.567
54205100.0,"CRACKER, SNACK, LOWFAT, LOW SODIUM",54304110.0,"Crackers, cheese, reduced sodium",0.567
54101010.0,"CRACKER, ANIMAL (INCL ARROWROOT COOKIE)",53240000.0,"Cookie, animal",0.566
11720600.0,"CARNATION ALSOY, W/ IRON, INFANT FORMULA, NS AS TO FORM",11710000.0,"Infant formula, NFS",0.566
71001000.0,"White potato, raw, with or without peel (assume peel not eaten)",71101000.0,"Potato, baked, peel not eaten",0.566
71201020.0,"White potato chips, ruffled, rippled, or crinkle cut",71200200.0,"Potato chips, ruffled, plain",0.565
51110010.0,"Bread, batter",99995000.0,Breading or batter as ingredient in food,0.563
51119100.0,"BREAD, LOWFAT, 98% FAT FREE",53530010.0,"Breakfast tart, lowfat",0.563
11830940.0,"MEAL REPLACEMENT,PROTEIN,MILK BASED,FRUIT JUICE MIX",81106010.0,"Butter replacement, powder",0.562
24107040.0,"CHICK, NS PART, COATED, BKD/FD, PREP SKINLES, NS COAT EAT",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.562
43101000.0,"PUMPKIN & SQUASH SEEDS, HULLED, UNROASTED",43101050.0,"Pumpkin seeds, NFS",0.562
71508070.0,"WHITE POT,STUFF,BAKED,NO PEEL,W/ BACON & CHEESE",71507020.0,"Potato, baked, peel not eaten, with cheese",0.562
11720602.0,"CARNATION ALSOY, W/ IRON, INFANT FORMULA, FROM LIQUID CONCEN",11710632.0,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",0.562
92306030.0,"TEA, HERB, PRESWEET W/ LOW CAL SWEET",73401000.0,"Sweet potato, NFS",0.562
71103210.0,"White potato, boiled, without peel, canned, low sodium, fat not added in cooking",75208100.0,"Beets, canned, low sodium, NS as to fat added in cooking",0.56
25220140.0,"BEEF SAUSAGE, FRESH, BULK, PATTY OR LINK, COOKED",25220105.0,Beef sausage,0.56
27510620.0,"HAMBURGER, 1/4 LB MEAT, W/ TOMATO & OR CATSUP, BUN",27510521.0,"Hamburger, NFS",0.56
94220200.0,"Glaceau Water, low calorie",94210200.0,"Water, bottled, flavored (Glaceau Vitamin Water)",0.559
92304000.0,"Tea, made from frozen concentrate, unsweetened",63147600.0,"Rhubarb, frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.559
58163610.0,RICE-VEGETABLE MEDLEY (INCLUDE ITALIAN-STYLE RICE),91601000.0,Italian Ice,0.558
64116050.0,"GRAPE JUICE, NS AS TO SWEETENED, W/ ADDED VITAMIN C",63123110.0,"Grapes, seedless, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.558
54206010.0,Puffed rice cake without salt,53118410.0,"Rum cake, without icing",0.558
28340140.0,"CHICKEN BROTH/BOULLION, DRY, NOT RECONSTITUTED",11121210.0,"Milk, dry, reconstituted, low fat (1%)",0.556
75340110.0,"VEG COMBINATION (BROC,CAR,CORN,CAULI),FAT NOT ADDED",75330130.0,"Vegetable combination, excluding carrots, broccoli, and dark-green leafy; cooked, no sauce, NS as to fat added in cooking",0.555
11710713.0,"LACTOFREE, W/ IRON, INFANT FORMULA, FROM POWDER",11710636.0,"Infant formula, powder, made with water, NFS (Enfamil Infant)",0.555
53121200.0,"CAKE, YELLOW, STANDARD MIX, W/ ICING",53121270.0,"Cake or cupcake, yellow, with icing or filling",0.555
56204980.0,"RICE,WHITE,COOKED,CONVERTED,NS TO FAT ADDED",56205008.0,"Rice, white, cooked, no added fat",0.554
56205440.0,"RICE, WHITE, COOKED, CONVERTED, FAT ADDED",56205008.0,"Rice, white, cooked, no added fat",0.554
53121100.0,"Cake, yellow, standard-type mix (eggs and water added to dry mix), without icing",53121275.0,"Cake or cupcake, yellow, without icing or filling",0.553
25221430.0,"Pork sausage, country style, fresh, cooked",25221405.0,Pork sausage,0.553
83202010.0,"FRENCH DRESSING, REDUCED CALORIE,FAT-FREE,CHOL-FREE",83300400.0,"French or Catalina dressing, fat free",0.553
71201015.0,"White potato chips, regular cut",12310100.0,"Sour cream, regular",0.552
